hole_ID,depth,azimuth,dip
FCD-22-014,80,11.13,-45.82
FCD-22-014,85,11.28,-45.82
FCD-22-014,90,11.34,-45.82
FCD-22-014,95,11.49,-45.83
FCD-22-014,100,11.57,-45.83
FCD-22-014,105,11.68,-45.84
FCD-22-014,110,11.76,-45.83
FCD-22-014,115,11.78,-45.81
FCD-22-014,120,11.93,-45.82
FCD-22-014,125,11.94,-45.86
FCD-22-014,130,12.03,-45.85
FCD-22-014,135,12.13,-45.87
FCD-22-014,140,12.26,-45.92
FCD-22-014,145,12.41,-45.95
FCD-22-014,153.31,12.34,-45.88
FCD-22-015,5,10.59,-46.57
FCD-22-015,10,10.51,-46.43
FCD-22-015,15,10.62,-46.43
FCD-22-015,20,10.59,-46.41
FCD-22-015,25,10.56,-46.49
FCD-22-015,30,10.73,-46.55
FCD-22-015,35,10.77,-46.59
FCD-22-015,40,10.75,-46.59
FCD-22-015,45,10.88,-46.67
FCD-22-015,50,10.85,-46.74
FCD-22-015,55,10.93,-46.76
FCD-22-015,60,10.89,-46.91
FCD-22-015,65,10.98,-46.9
FCD-22-015,70,11.01,-46.93
FCD-22-015,75,11.1,-46.96
FCD-22-015,80,11.18,-47.01
FCD-22-015,85,11.3,-47.01
FCD-22-015,90,11.48,-47.08
FCD-22-015,95,11.55,-47.02
FCD-22-015,100,11.76,-47.04
FCD-22-015,105,11.9,-46.95
FCD-22-015,110,11.95,-46.95
FCD-22-015,115,12.01,-47.04
FCD-22-015,120,12.15,-47.02
FCD-22-015,125,12.27,-46.98
FCD-22-015,130,12.41,-47.04
FCD-22-015,135,12.54,-47.05
FCD-22-015,140,12.58,-47.14
FCD-22-015,145,12.66,-47.17
FCD-22-015,156.6,12.6,-47.04
FCD-22-016,0,153.91,-68.7
FCD-22-016,5,154.02,-68.61
FCD-22-016,10,154,-68.66
FCD-22-016,15,154.1,-68.78
FCD-22-016,20,154.04,-68.77
FCD-22-016,25,154.1,-68.75
FCD-22-016,30,153.88,-68.76
FCD-22-016,35,154.07,-68.79
FCD-22-016,40,154.22,-68.8
FCD-22-016,45,154.21,-68.77
FCD-22-016,50,154.64,-68.93
FCD-22-016,55,154.7,-69
FCD-22-016,60,154.63,-69
FCD-22-016,65,154.43,-69.06
FCD-22-016,70,154.38,-69
FCD-22-016,75,154.44,-69.04
FCD-22-016,80,154.19,-69.08
FCD-22-016,85,154.19,-69.1
FCD-22-016,90,154.28,-69.11
FCD-22-016,95,154.12,-69.11
FCD-22-016,100,154.17,-69.12
FCD-22-016,105,154.23,-69.06
FCD-22-016,110,154.03,-69.14
FCD-22-016,115,154.31,-69.2
FCD-22-016,120,154.13,-69.24
FCD-22-016,125,154.27,-69.34
FCD-22-016,130,154.41,-69.31
FCD-22-016,135,154.55,-69.33
FCD-22-016,140,154.41,-69.34
FCD-22-016,145,154.52,-69.4
FCD-22-016,150,154.65,-69.38
FCD-22-016,155,154.68,-69.37
FCD-22-016,160,154.61,-69.49
FCD-22-016,165,154.77,-69.46
FCD-22-016,170,154.66,-69.48
FCD-22-016,175,154.88,-69.5
FCD-22-016,180,155.09,-69.29
FCD-22-016,185.56,155.09,-69.29
FCD-22-017,17.34,79.95,-43.4
FCD-22-017,20,79.91,-43.5
FCD-22-017,25,79.88,-43.7
FCD-22-017,30,79.96,-43.7
FCD-22-017,35,79.9,-43.75
FCD-22-017,40,80.02,-43.8
FCD-22-017,45,80.01,-43.82
FCD-22-017,50,80.03,-43.84
FCD-22-017,55,80.17,-43.9
FCD-22-017,60,80.17,-43.89
FCD-22-017,65,80.18,-43.89
FCD-22-017,70,80.31,-43.94
FCD-22-017,75,80.32,-43.99
FCD-22-017,80,80.39,-43.98
FCD-22-017,85,80.41,-43.95
FCD-22-017,90,80.58,-44
FCD-22-017,95,80.63,-44.04
FCD-22-017,100,80.6,-44.05
FCD-22-017,105,80.73,-44.02
FCD-22-017,110,80.8,-44.06
FCD-22-017,115,80.91,-44.05
FCD-22-017,120,81.04,-44.06
FCD-22-017,125,81.15,-44.17
FCD-22-017,130,81.36,-44.17
FCD-22-017,141.12,81.63,-44.22
FCD-22-018,0,259.64,-45.28
FCD-22-018,5,259.66,-45.05
FCD-22-018,10,259.68,-45.04
FCD-22-018,15,259.69,-44.96
FCD-22-018,20,259.79,-44.99
FCD-22-018,25,259.71,-45.03
FCD-22-018,30,259.78,-45.1
FCD-22-018,35,259.78,-45.13
FCD-22-018,40,259.87,-45.13
FCD-22-018,45,260.1,-45.19
FCD-22-018,50,260.03,-45.15
FCD-22-018,55,260.13,-45.27
FCD-22-018,60,260.26,-45.25
FCD-22-018,65,260.38,-45.3
FCD-22-018,70,260.46,-45.42
FCD-22-018,75,260.58,-45.45
FCD-22-018,80,260.67,-45.49
FCD-22-018,85,260.78,-45.5
FCD-22-018,90,260.98,-45.54
FCD-22-018,95,260.97,-45.55
FCD-22-018,100,261.2,-45.37
FCD-22-018,105,261.3,-45.21
FCD-22-018,110,261.44,-45.12
FCD-22-018,115,261.44,-45.02
FCD-22-018,120,261.53,-44.98
FCD-22-018,125,261.29,-44.87
FCD-22-018,130,259.66,-44.37
FCD-22-018,135,259.29,-44.47
FCD-22-018,140,259.34,-44.62
FCD-22-018,145,259.23,-44.69
FCD-22-018,150,259.13,-44.74
FCD-22-018,155,258.84,-44.75
FCD-22-018,160,258.91,-44.77
FCD-22-018,165,258.68,-44.88
FCD-22-018,170,258.71,-44.88
FCD-22-018,175,258.55,-44.95
FCD-22-018,180,258.65,-44.92
FCD-22-018,185,258.58,-44.99
FCD-22-018,190,258.55,-44.91
FCD-22-018,195,258.66,-44.86
FCD-22-018,200,258.79,-44.77
FCD-22-018,205,258.77,-44.77
FCD-22-018,210,259.01,-44.59
FCD-22-018,220,259.06,-44.55
FCD-22-019,0.01,199.93,-52.14
FCD-22-019,5,199.74,-52.27
FCD-22-019,10,199.64,-52.15
FCD-22-019,15,199.99,-51.92
FCD-22-019,20,200.19,-51.89
FCD-22-019,25,200.34,-51.71
FCD-22-019,30,200.23,-51.58
FCD-22-019,35,200.5,-51.53
FCD-22-019,40,200.63,-51.36
FCD-22-019,45,200.83,-51.24
FCD-22-019,50,200.93,-51.15
FCD-22-019,55,201.17,-51.05
FCD-22-019,60,201.21,-50.97
FCD-22-019,65,201.33,-50.96
FCD-22-019,70,201.31,-50.93
FCD-22-019,75,201.5,-50.91
FCD-22-019,80,201.48,-50.9
FCD-22-019,85,201.54,-50.93
FCD-22-019,90,201.39,-50.94
FCD-22-019,95,201.59,-50.98
FCD-22-019,100,201.48,-50.99
FCD-22-019,105,201.39,-51.24
FCD-22-019,110,201.3,-51.38
FCD-22-019,115,201.27,-51.33
FCD-22-019,120,201.13,-51.46
FCD-22-019,125,201.22,-51.56
FCD-22-019,130,201.16,-51.74
FCD-22-019,135,201.22,-51.78
FCD-22-019,140,201.35,-51.74
FCD-22-019,145,201.32,-51.81
FCD-22-019,150,201.44,-51.78
FCD-22-019,155,201.43,-51.84
FCD-22-019,160,201.5,-51.9
FCD-22-019,165,201.04,-51.85
FCD-22-019,170,200.79,-51.55
FCD-22-019,175,201.04,-51.92
FCD-22-019,180,201.27,-52.37
FCD-22-019,185,201.24,-52.36
FCD-22-019,190,201.3,-52.47
FCD-22-019,195,201.32,-52.28
FCD-22-019,200.44,201.34,-52.3
FCD-23-021,0.01,230.5,-45.27
FCD-23-021,5,230.45,-44.94
FCD-23-021,10,230.22,-45.13
FCD-23-021,15,230.26,-45.23
FCD-23-021,20,230.3,-45.19
FCD-23-021,25,230.42,-45.24
FCD-23-021,30,230.32,-45.26
FCD-23-021,35,230.38,-45.31
FCD-23-021,40,230.37,-45.3
FCD-23-021,45,230.37,-45.26
FCD-23-021,50,230.31,-45.21
FCD-23-021,55,230.34,-45.25
FCD-23-021,60,230.25,-45.17
FCD-23-021,65,230.21,-45.28
FCD-23-021,70,230.36,-45.32
FCD-23-021,75,230.27,-45.36
FCD-23-021,80,230.32,-45.45
FCD-23-021,85,230.36,-45.49
FCD-23-021,90,230.39,-45.54
FCD-23-021,95,230.28,-45.56
FCD-23-021,100,230.33,-45.61
FCD-23-021,105,230.35,-45.58
FCD-23-021,110,230.2,-45.59
FCD-23-021,115,230.33,-45.6
FCD-23-021,120,230.25,-45.67
FCD-23-021,125,230.15,-45.75
FCD-23-021,130,230.29,-45.69
FCD-23-021,135,230.19,-45.73
FCD-23-021,140,230.19,-45.78
FCD-23-021,150.04,230.31,-45.67
FCD-23-022,0.01,278.91,-46.24
FCD-23-022,5,278.89,-46.72
FCD-23-022,10,278.92,-46.72
FCD-23-022,15,279.01,-46.81
FCD-23-022,20,279.02,-46.89
FCD-23-022,25,279.03,-46.94
FCD-23-022,30,278.98,-46.98
FCD-23-022,35,279.04,-47.03
FCD-23-022,40,279.11,-47.06
FCD-23-022,45,279.1,-47.14
FCD-23-022,50,279.08,-47.19
FCD-23-022,55,278.96,-47.25
FCD-23-022,60,278.85,-47.28
FCD-23-022,65,278.8,-47.37
FCD-23-022,70,278.71,-47.41
FCD-23-022,75,278.69,-47.45
FCD-23-022,80,278.69,-47.55
FCD-23-022,85,278.77,-47.6
FCD-23-022,90,278.7,-47.62
FCD-23-022,95,278.64,-47.7
FCD-23-022,100,278.67,-47.77
FCD-23-022,105,278.57,-47.8
FCD-23-022,110,278.61,-47.83
FCD-23-022,115,278.56,-47.87
FCD-23-022,126.25,278.52,-47.86
FCD-23-023,0,44.76,-46.88
FCD-23-023,5,44.7,-47.27
FCD-23-023,10,44.61,-47.25
FCD-23-023,15,44.76,-47.27
FCD-23-023,20,44.73,-47.31
FCD-23-023,25,44.7,-47.36
FCD-23-023,30,44.74,-47.39
FCD-23-023,35,44.76,-47.43
FCD-23-023,40,44.79,-47.48
FCD-23-023,45,44.72,-47.55
FCD-23-023,50,44.7,-47.62
FCD-23-023,55,44.75,-47.71
FCD-23-023,60,44.74,-47.75
FCD-23-023,65,44.79,-47.84
FCD-23-023,70,44.73,-47.9
FCD-23-023,75,44.83,-47.92
FCD-23-023,80,44.85,-47.98
FCD-23-023,85,44.94,-48.01
FCD-23-023,90,45.06,-48.01
FCD-23-023,95,45.17,-48.04
FCD-23-023,100,45.17,-48.1
FCD-23-023,105,45.19,-48.11
FCD-23-023,110,45.29,-48.14
FCD-23-023,115,45.44,-48.23
FCD-23-023,120,45.42,-48.22
FCD-23-023,125,45.46,-48.2
FCD-23-023,130,45.3,-48.34
FCD-23-023,135,45.55,-48.39
FCD-23-023,140,45.47,-48.41
FCD-23-023,145,45.57,-48.42
FCD-23-023,150,45.63,-48.46
FCD-23-023,155,45.73,-48.57
FCD-23-023,160,45.74,-48.54
FCD-23-023,165,45.85,-48.52
FCD-23-023,170,45.89,-48.56
FCD-23-023,175,45.98,-48.63
FCD-23-023,180,45.99,-48.64
FCD-23-023,185,46.08,-48.71
FCD-23-023,190,46.08,-48.69
FCD-23-023,195,46.05,-48.72
FCD-23-023,200,46.12,-48.74
FCD-23-023,205,46.15,-48.79
FCD-23-023,210,46.37,-48.85
FCD-23-023,215,46.46,-48.91
FCD-23-023,220,46.49,-48.9
FCD-23-023,225,46.53,-48.95
FCD-23-023,230,46.43,-49
FCD-23-023,235,46.43,-49.01
FCD-23-023,240,46.52,-49.11
FCD-23-023,245,46.47,-49.13
FCD-23-023,250,46.47,-49.14
FCD-23-023,255,46.46,-49.16
FCD-23-023,267,46.61,-49.14
FCD-23-024,0,150,-70
FCD-23-024,21,150.55,-70.32
FCD-23-024,51,150.32,-70.46
FCD-23-024,81.99,150.97,-70.85
FCD-23-024,112,151.9,-70.83
FCD-23-024,173.43,151.51,-70.98
FCD-23-024,203.91,153.79,-71.07
FCD-23-024,234.39,152.13,-71.15
FCD-23-024,264.87,154.17,-70.89
FCD-23-024,294.74,157.12,-70.95
FCD-23-024,325,154.86,-70.65
FCD-23-024,355.39,160.61,-70.66
FCD-23-024,359.35,156.77,-70.87
FCD-23-024,386.79,155.42,-70.8
FCD-23-024,416.96,155.78,-70.57
FCD-23-024,447.75,156.88,-70.71
FCD-23-024,478.23,158.59,-70.79
FCD-23-024,507.79,157.97,-70.91
FCD-23-024,539.19,155.96,-70.98
FCD-23-024,569.67,155.79,-71.16
FCD-23-024,599.81,156.6,-71.51
FCD-23-024,627.58,160.13,-71.37
FCD-23-024,661.11,160.13,-71.43
FCD-23-024,691.55,159.52,-71.66
FCD-23-024,722.07,158.54,-71.69
FCD-23-024,752.51,160.18,-71.63
FCD-23-024,779.98,158.53,-71.83
FCD-23-024,813.51,160.71,-71.72
FCD-23-024,842.73,160.88,-71.8
FCD-23-024,874.12,159.14,-71.47
FCD-23-024,904.03,161.17,-71.83
FCD-23-024,935.08,159.82,-71.94
FCD-23-024,967.74,158.74,-72.03
FCD-23-024,996.34,160.71,-71.99
FCD-23-024,1026.87,158.49,-71.97
FCD-23-024,1057.29,157.64,-72.4
FCD-23-024,1087.83,159.7,-72.54
FCD-23-024,1116.73,158.48,-72.54
FCD-23-024,1118,159.88,-72.72
FCD-23-025,0,110.77,-59.04
FCD-23-025,5,110.92,-59.03
FCD-23-025,10,110.65,-59.03
FCD-23-025,15,110.53,-58.98
FCD-23-025,20,110.5,-58.97
FCD-23-025,25,110.41,-59.07
FCD-23-025,30,110.43,-59.08
FCD-23-025,35,110.57,-59.08
FCD-23-025,40,110.53,-59.1
FCD-23-025,45,110.38,-59.17
FCD-23-025,50,110.38,-59.17
FCD-23-025,55,110.52,-59.15
FCD-23-025,60,110.44,-59.18
FCD-23-025,65,110.39,-59.24
FCD-23-025,70,110.63,-59.26
FCD-23-025,75,110.76,-59.26
FCD-23-025,80,110.76,-59.26
FCD-23-025,85,110.74,-59.28
FCD-23-025,90,110.82,-59.31
FCD-23-025,95,110.8,-59.35
FCD-23-025,100,110.8,-59.32
FCD-23-025,105,110.8,-59.37
FCD-23-025,110,110.89,-59.33
FCD-23-025,115,110.88,-59.33
FCD-23-025,120,110.67,-59.34
FCD-23-025,125,110.69,-59.36
FCD-23-025,130,110.9,-59.34
FCD-23-025,135,110.91,-59.35
FCD-23-025,140,110.91,-59.39
FCD-23-025,145,111.09,-59.45
FCD-23-025,150,111.07,-59.4
FCD-23-025,155,111.1,-59.47
FCD-23-025,160,111.09,-59.6
FCD-23-025,165,111.38,-59.59
FCD-23-025,170,111.45,-59.59
FCD-23-025,175,111.22,-59.56
FCD-23-025,180,111.2,-59.6
FCD-23-025,185,111.35,-59.66
FCD-23-025,190,111.51,-59.66
FCD-23-025,195,111.52,-59.68
FCD-23-025,200,111.39,-59.76
FCD-23-025,205,111.51,-59.74
FCD-23-025,210,111.59,-59.79
FCD-23-025,215,111.79,-59.79
FCD-23-025,220,111.7,-59.83
FCD-23-025,225,111.85,-59.8
FCD-23-025,230,111.95,-59.86
FCD-23-025,235,112.06,-59.85
FCD-23-025,240,112.01,-59.96
FCD-23-025,245,112.15,-59.95
FCD-23-025,250,112.22,-59.98
FCD-23-025,255,112.22,-60.02
FCD-23-025,260,112.25,-60.09
FCD-23-025,265,112.31,-60.09
FCD-23-025,270,112.3,-60.1
FCD-23-025,275,112.33,-60.13
FCD-23-025,280,112.34,-60.21
FCD-23-025,285,112.27,-60.29
FCD-23-025,290,112.28,-60.37
FCD-23-025,295,112.22,-60.55
FCD-23-025,300,112.43,-60.54
FCD-23-025,305,112.41,-60.55
FCD-23-025,310,112.5,-60.61
FCD-23-025,315,112.38,-60.68
FCD-23-025,320,112.54,-60.7
FCD-23-025,325,112.49,-60.75
FCD-23-025,330,112.62,-60.72
FCD-23-025,335,112.67,-60.67
FCD-23-025,340,112.77,-60.71
FCD-23-025,345,112.69,-60.67
FCD-23-025,350,112.81,-60.73
FCD-23-025,355,112.69,-60.82
FCD-23-025,360,112.84,-60.86
FCD-23-025,365,112.79,-60.85
FCD-23-025,370,112.69,-60.91
FCD-23-025,375,112.73,-60.99
FCD-23-025,380,112.75,-60.97
FCD-23-025,385,112.52,-60.97
FCD-23-025,390,112.63,-61.01
FCD-23-025,395,112.79,-61.03
FCD-23-025,400,112.94,-60.95
FCD-23-025,405,112.83,-60.98
FCD-23-025,410,112.79,-60.93
FCD-23-025,415,112.88,-61.04
FCD-23-025,420,112.9,-61.03
FCD-23-025,425,112.91,-61.06
FCD-23-025,430,112.8,-61.14
FCD-23-025,435,112.92,-61.18
FCD-23-025,440,112.85,-61.2
FCD-23-025,445,112.85,-61.22
FCD-23-025,450,112.77,-61.25
FCD-23-025,455,112.88,-61.23
FCD-23-025,460,112.83,-61.31
FCD-23-025,465,112.85,-61.37
FCD-23-025,470,112.93,-61.44
FCD-23-025,475,112.94,-61.47
FCD-23-025,480,112.99,-61.49
FCD-23-025,485,112.84,-61.56
FCD-23-025,490,112.85,-61.58
FCD-23-025,495,112.87,-61.61
FCD-23-025,500,112.94,-61.63
FCD-23-025,505,112.89,-61.72
FCD-23-025,510,113.02,-61.74
FCD-23-025,515,113.09,-61.77
FCD-23-025,520,113.11,-61.77
FCD-23-025,525,112.95,-61.83
FCD-23-025,530,113.11,-61.85
FCD-23-025,535,113.09,-61.86
FCD-23-025,540,113.05,-61.9
FCD-23-025,545,113.06,-61.95
FCD-23-025,550,113.22,-61.94
FCD-23-025,555,113.37,-61.95
FCD-23-025,560,113.41,-61.98
FCD-23-025,565,113.48,-62.06
FCD-23-025,570,113.62,-62.04
FCD-23-025,575,113.66,-62.05
FCD-23-025,580,113.66,-62.14
FCD-23-025,585,113.83,-62.19
FCD-23-025,590,113.84,-62.16
FCD-23-025,595,114.04,-62.17
FCD-23-025,600,114.07,-62.21
FCD-23-025,605,114.19,-62.28
FCD-23-025,610,114.33,-62.33
FCD-23-025,615,114.49,-62.36
FCD-23-025,620,114.51,-62.4
FCD-23-025,625,114.69,-62.42
FCD-23-025,630,114.82,-62.42
FCD-23-025,635,114.71,-62.31
FCD-23-025,640,114.73,-62.3
FCD-23-025,645,114.84,-62.32
FCD-23-025,650,114.95,-62.35
FCD-23-025,655,114.94,-62.36
FCD-23-025,660,114.9,-62.45
FCD-23-025,665,114.95,-62.49
FCD-23-025,670,114.83,-62.58
FCD-23-025,675,115.06,-62.61
FCD-23-025,680,114.9,-62.71
FCD-23-025,685,115.03,-62.73
FCD-23-025,690,115.01,-62.74
FCD-23-025,695,114.99,-62.85
FCD-23-025,700,115,-62.89
FCD-23-025,705,115.12,-62.91
FCD-23-025,710,115.18,-62.93
FCD-23-025,715,115.13,-62.98
FCD-23-025,720,115.33,-63
FCD-23-025,725,115.47,-62.99
FCD-23-025,730,115.39,-63.04
FCD-23-025,735,115.47,-63.17
FCD-23-025,740,115.51,-63.15
FCD-23-025,745,115.64,-63.19
FCD-23-025,750,115.69,-63.17
FCD-23-025,755,115.63,-63.19
FCD-23-025,760,115.75,-63.22
FCD-23-025,765,115.76,-63.16
FCD-23-025,770,115.7,-63.18
FCD-23-025,775,115.75,-63.23
FCD-23-025,780,116.05,-63.18
FCD-23-025,785,115.98,-63.12
FCD-23-025,790,115.91,-63.09
FCD-23-025,795,115.71,-63.1
FCD-23-025,800,115.89,-63.04
FCD-23-025,805,115.93,-63.01
FCD-23-025,810,115.91,-63.01
FCD-23-025,815,115.99,-63.01
FCD-23-025,820,115.95,-63.05
FCD-23-025,825,116.06,-63.08
FCD-23-025,830,116.15,-63.12
FCD-23-025,835,116.56,-63.14
FCD-23-025,840,116.61,-63.18
FCD-23-025,845,116.64,-63.2
FCD-23-025,850,116.66,-63.25
FCD-23-025,855,116.85,-63.27
FCD-23-025,860,117.04,-63.3
FCD-23-025,865,117.02,-63.3
FCD-23-025,870,117.24,-63.35
FCD-23-025,875,117.47,-63.33
FCD-23-025,880,117.42,-63.4
FCD-23-025,885,117.6,-63.39
FCD-23-025,890,117.76,-63.43
FCD-23-025,895,118.04,-63.41
FCD-23-025,900,118.19,-63.42
FCD-23-025,905,118.28,-63.47
FCD-23-025,910,118.44,-63.48
FCD-23-025,915,118.78,-63.44
FCD-23-025,920,118.82,-63.45
FCD-23-025,925,118.84,-63.53
FCD-23-025,930,119.01,-63.49
FCD-23-025,935,119.01,-63.5
FCD-23-025,940,119.06,-63.5
FCD-23-025,945,119.06,-63.55
FCD-23-025,950,119.1,-63.52
FCD-23-025,955,119.29,-63.52
FCD-23-025,960,119.26,-63.54
FCD-23-025,965,119.33,-63.57
FCD-23-025,970,119.5,-63.56
FCD-23-025,975,119.37,-63.62
FCD-23-025,980,119.18,-63.61
FCD-23-025,985,119.22,-63.65
FCD-23-025,990,119.4,-63.64
FCD-23-025,995,119.5,-63.64
FCD-23-025,1000,119.47,-63.69
FCD-23-025,1005,119.76,-63.78
FCD-23-025,1010,119.89,-63.8
FCD-23-025,1015,119.86,-63.81
FCD-23-025,1020,119.85,-63.82
FCD-23-025,1025,120.03,-63.85
FCD-23-025,1030,120.06,-63.86
FCD-23-025,1035,119.97,-63.89
FCD-23-025,1040,120.1,-63.91
FCD-23-025,1048.5,120.02,-63.86
FCD-23-027,0,45.26,-72.09
FCD-23-027,5,44.65,-72.18
FCD-23-027,10,45.1,-72.27
FCD-23-027,15,45.27,-72.22
FCD-23-027,20,45.12,-72.16
FCD-23-027,25,45.19,-72.19
FCD-23-027,30,45.22,-72.17
FCD-23-027,35,45.33,-72.22
FCD-23-027,40,45.39,-72.23
FCD-23-027,45,45.2,-72.16
FCD-23-027,50,45.6,-72.1
FCD-23-027,55,45.51,-72.14
FCD-23-027,60,45.52,-72.17
FCD-23-027,65,45.63,-72.18
FCD-23-027,70,45.62,-72.19
FCD-23-027,75,45.71,-72.26
FCD-23-027,80,45.64,-72.28
FCD-23-027,85,45.67,-72.29
FCD-23-027,90,45.96,-72.33
FCD-23-027,95,45.86,-72.36
FCD-23-027,100,46.03,-72.38
FCD-23-027,105,46.09,-72.4
FCD-23-027,110,46.15,-72.45
FCD-23-027,115,46.25,-72.44
FCD-23-027,120,46.06,-72.41
FCD-23-027,125,46.36,-72.43
FCD-23-027,130,46.17,-72.4
FCD-23-027,135,46.22,-72.41
FCD-23-027,140,46.6,-72.43
FCD-23-027,145,46.43,-72.42
FCD-23-027,150,46.63,-72.47
FCD-23-027,155,46.65,-72.45
FCD-23-027,160,46.69,-72.44
FCD-23-027,165,46.58,-72.44
FCD-23-027,170,46.74,-72.53
FCD-23-027,175,46.78,-72.45
FCD-23-027,180,46.66,-72.48
FCD-23-027,185,46.74,-72.54
FCD-23-027,190,46.79,-72.6
FCD-23-027,195,46.74,-72.59
FCD-23-027,200,46.71,-72.59
FCD-23-027,205,46.73,-72.61
FCD-23-027,210,46.73,-72.63
FCD-23-027,215,46.66,-72.63
FCD-23-027,220,46.7,-72.66
FCD-23-027,225,46.6,-72.72
FCD-23-027,230,46.87,-72.72
FCD-23-027,235,46.85,-72.79
FCD-23-027,240,46.93,-72.79
FCD-23-027,245,47.08,-72.83
FCD-23-027,250,47.32,-72.84
FCD-23-027,255,47.15,-72.78
FCD-23-027,260,47.26,-72.89
FCD-23-027,265,47.45,-72.9
FCD-23-027,270,47.17,-72.9
FCD-23-027,275,47.27,-72.91
FCD-23-027,280,47.14,-72.96
FCD-23-027,285,47.27,-73.03
FCD-23-027,290,47.34,-73.06
FCD-23-027,295,47.29,-73.05
FCD-23-027,300,47.32,-73.08
FCD-23-027,305,47.61,-73.13
FCD-23-027,310,47.52,-73.15
FCD-23-027,315,47.65,-73.19
FCD-23-027,320,47.6,-73.3
FCD-23-027,325,47.36,-73.29
FCD-23-027,330,47.53,-73.35
FCD-23-027,335,47.46,-73.32
FCD-23-027,340,47.39,-73.37
FCD-23-027,345,47.43,-73.4
FCD-23-027,350,47.69,-73.37
FCD-23-027,355,47.5,-73.44
FCD-23-027,360,47.83,-73.54
FCD-23-027,365,47.64,-73.53
FCD-23-027,370,47.52,-73.54
FCD-23-027,375,47.75,-73.53
FCD-23-027,380,47.56,-73.62
FCD-23-027,385,47.82,-73.64
FCD-23-027,390,47.75,-73.72
FCD-23-027,395,47.88,-73.81
FCD-23-027,400,47.51,-73.75
FCD-23-027,405,47.59,-73.7
FCD-23-027,410,47.14,-73.68
FCD-23-027,415,47.54,-73.76
FCD-23-027,420,47.29,-73.78
FCD-23-027,425,47.52,-73.76
FCD-23-027,430,47.41,-73.75
FCD-23-027,435,47.38,-73.8
FCD-23-027,440,47.4,-73.77
FCD-23-027,445,47.5,-73.8
FCD-23-027,450,47.67,-73.84
FCD-23-027,455,47.54,-73.88
FCD-23-027,460,47.63,-73.86
FCD-23-027,465,47.63,-73.93
FCD-23-027,470,47.5,-73.96
FCD-23-027,475,47.83,-74.02
FCD-23-027,480,47.63,-74.07
FCD-23-027,485,47.63,-74.03
FCD-23-027,490,47.78,-74.06
FCD-23-027,495,47.72,-74.12
FCD-23-027,500,47.8,-74.12
FCD-23-027,505,47.85,-74.11
FCD-23-027,510,47.54,-74.2
FCD-23-027,515,47.84,-74.16
FCD-23-027,520,48.25,-74.15
FCD-23-027,524.26,48.25,-74.15
FCD-23-028,0,185.34,-51.68
FCD-23-028,5,185.05,-51.81
FCD-23-028,10,185.11,-51.82
FCD-23-028,15,185.09,-51.83
FCD-23-028,20,185.08,-51.9
FCD-23-028,25,185.02,-51.91
FCD-23-028,30,185,-51.98
FCD-23-028,35,184.99,-52
FCD-23-028,40,184.96,-52.1
FCD-23-028,45,184.97,-52.12
FCD-23-028,50,185.01,-52.18
FCD-23-028,55,184.98,-52.24
FCD-23-028,60,185.07,-52.3
FCD-23-028,65,184.94,-52.3
FCD-23-028,70,184.99,-52.35
FCD-23-028,75,184.98,-52.38
FCD-23-028,80,184.97,-52.38
FCD-23-028,85,184.84,-52.45
FCD-23-028,90,184.95,-52.41
FCD-23-028,95,185.01,-52.44
FCD-23-028,100,185.01,-52.44
FCD-23-028,105,185.05,-52.41
FCD-23-028,110,185.02,-52.44
FCD-23-028,115,185.13,-52.48
FCD-23-028,120,185.06,-52.49
FCD-23-028,125,185.14,-52.58
FCD-23-028,130,185.06,-52.59
FCD-23-028,135,185.16,-52.64
FCD-23-028,140,185.13,-52.63
FCD-23-028,145,185.2,-52.65
FCD-23-028,150,185.11,-52.64
FCD-23-028,155,185.1,-52.65
FCD-23-028,160,185.11,-52.68
FCD-23-028,165,185.04,-52.69
FCD-23-028,170,185.05,-52.75
FCD-23-028,175,185.08,-52.77
FCD-23-028,180,185.11,-52.82
FCD-23-028,185,185.11,-52.86
FCD-23-028,190,184.96,-52.89
FCD-23-028,195,185.14,-52.88
FCD-23-028,200,185.09,-52.88
FCD-23-028,205,185.08,-52.94
FCD-23-028,210,185.26,-52.96
FCD-23-028,215,185.21,-52.9
FCD-23-028,220,185.1,-52.97
FCD-23-028,225,185.28,-52.99
FCD-23-028,230,185.33,-52.98
FCD-23-028,235,185.08,-53.02
FCD-23-028,240,185.26,-53.04
FCD-23-028,245,185.37,-53.01
FCD-23-028,250,185.29,-53.05
FCD-23-028,255,185.49,-53.2
FCD-23-028,260,185.39,-53.25
FCD-23-028,265,185.37,-53.29
FCD-23-028,270,185.5,-53.32
FCD-23-028,275,185.53,-53.37
FCD-23-028,280,185.54,-53.37
FCD-23-028,285,185.58,-53.47
FCD-23-028,290,185.59,-53.51
FCD-23-028,295,185.54,-53.47
FCD-23-028,300,185.64,-53.53
FCD-23-028,305,185.75,-53.59
FCD-23-028,310,185.7,-53.57
FCD-23-028,315,185.88,-53.67
FCD-23-028,320,185.86,-53.64
FCD-23-028,325,185.87,-53.67
FCD-23-028,330,185.84,-53.69
FCD-23-028,335,185.94,-53.69
FCD-23-028,340,185.89,-53.71
FCD-23-028,345,185.83,-53.79
FCD-23-028,350,185.84,-53.62
FCD-23-028,357.47,185.83,-53.62
FCD-23-035,0,49.65,-75.25
FCD-23-035,5,49.78,-75.25
FCD-23-035,10,49.82,-75.14
